system:index,NDVI,aspect,elevation,slope,soilgrid_clay5,soilgrid_clay60,soilgrid_soc5,twi,.geo
0_1682,0.31466200947761536,299.95028397681244,2498.0,19.62964630126953,12.0,22.0,81.0,13.465739079706912,"{""type"":""Point"",""coordinates"":[-108.09217217312774,38.21270167176639]}"
0_1683,0.33622193336486816,168.9208542055729,2884.0,12.10307502746582,24.0,27.0,53.0,8.372404573134968,"{""type"":""Point"",""coordinates"":[-108.02834834983122,38.217045275474774]}"
0_1684,0.25665831565856934,200.90735259853378,2948.0,9.830995559692383,18.0,23.0,50.0,8.99093818419303,"{""type"":""Point"",""coordinates"":[-108.06384324068766,38.24969798975156]}"
0_1685,0.3193037807941437,68.55214767522163,2787.0,2.5348691940307617,23.0,34.0,58.0,10.355565191845463,"{""type"":""Point"",""coordinates"":[-108.02466377143604,38.21285200624279]}"
0_1686,0.2642030715942383,212.4795607523443,2575.0,6.56787633895874,28.0,34.0,53.0,10.786070215375158,"{""type"":""Point"",""coordinates"":[-108.08899962438252,38.236653997268014]}"
0_1687,0.22146429121494293,40.33315372814767,3009.0,7.261137962341309,17.0,22.0,54.0,8.1998374066433,"{""type"":""Point"",""coordinates"":[-108.08634339281488,38.262338441934446]}"
0_1688,0.2710576355457306,204.45239976460888,2651.0,13.980095863342285,23.0,33.0,52.0,8.223134766166726,"{""type"":""Point"",""coordinates"":[-108.09866763614356,38.2415992579122]}"
0_1689,0.3058732748031616,189.04255366658145,2680.0,7.470677375793457,26.0,35.0,62.0,9.780510329487418,"{""type"":""Point"",""coordinates"":[-108.06241516347197,38.23820630828186]}"
0_1690,0.23503737151622772,187.63431194253835,2880.0,17.240070343017578,22.0,29.0,51.0,8.695971976959973,"{""type"":""Point"",""coordinates"":[-108.07245383543227,38.249496099303705]}"
0_1691,0.30381739139556885,215.27956677254622,2809.0,10.118842124938965,19.0,23.0,51.0,8.55602259640746,"{""type"":""Point"",""coordinates"":[-108.11037402966073,38.25772411813206]}"
0_1692,0.2531755566596985,270.0,2578.0,3.5370242595672607,26.0,33.0,50.0,8.923190473743762,"{""type"":""Point"",""coordinates"":[-108.07019962127787,38.217238385589894]}"
0_1693,0.32001665234565735,247.4185540831764,2811.0,20.77696990966797,19.0,23.0,61.0,8.207285408277198,"{""type"":""Point"",""coordinates"":[-108.04845210023187,38.22835826240973]}"
0_1694,0.3296014070510864,262.5406853239724,2859.0,14.003010749816895,19.0,24.0,52.0,8.221430031519319,"{""type"":""Point"",""coordinates"":[-108.04485502473037,38.22562970223959]}"
0_1695,0.27364498376846313,329.07703741600284,2561.0,17.78569221496582,25.0,32.0,55.0,11.830367936931141,"{""type"":""Point"",""coordinates"":[-108.07522421933031,38.22547804893342]}"
0_1696,0.32739895582199097,210.2697205361819,2843.0,24.219942092895508,20.0,28.0,61.0,8.037004682051636,"{""type"":""Point"",""coordinates"":[-108.0905804333668,38.25203703780159]}"
0_1697,0.3128126263618469,180.0,2933.0,22.03289794921875,21.0,25.0,57.0,7.044144065450565,"{""type"":""Point"",""coordinates"":[-108.09390118175284,38.25725167459747]}"
0_1698,0.2942756116390228,242.36980585300518,2781.0,7.948315143585205,17.0,21.0,51.0,8.801491119796736,"{""type"":""Point"",""coordinates"":[-108.11261227577157,38.26194621488422]}"
0_1699,0.24933579564094543,222.28658947590415,2782.0,8.70838737487793,25.0,35.0,54.0,9.402013315543643,"{""type"":""Point"",""coordinates"":[-108.07217061429806,38.2462261664126]}"
0_1700,0.2549454867839813,206.9891170974222,2537.0,5.1899919509887695,23.0,36.0,47.0,8.538275228317811,"{""type"":""Point"",""coordinates"":[-108.11902271866765,38.24116087330937]}"
0_1701,0.22416138648986816,17.66039935898103,3016.0,3.8874804973602295,17.0,20.0,55.0,8.828450261166935,"{""type"":""Point"",""coordinates"":[-108.07913375710898,38.258320531404785]}"
0_1702,0.25041821599006653,244.761110773839,2611.0,6.497602462768555,25.0,33.0,50.0,8.312014650867145,"{""type"":""Point"",""coordinates"":[-108.06668794440435,38.218696344452766]}"
0_1703,0.2635437250137329,160.00927151596247,2744.0,13.558512687683105,20.0,31.0,53.0,8.948113371255744,"{""type"":""Point"",""coordinates"":[-108.07833485813269,38.243308927160996]}"
0_1704,0.3287583291530609,218.50922806475222,2756.0,18.31416130065918,18.0,28.0,57.0,7.938327167999639,"{""type"":""Point"",""coordinates"":[-108.05192504310757,38.23564055745617]}"
0_1705,0.27514851093292236,-0.0,2859.0,9.195145606994629,16.0,22.0,55.0,7.9604348133951115,"{""type"":""Point"",""coordinates"":[-108.04726325377565,38.238989530292656]}"
0_1706,0.3056098222732544,255.3277051787875,2611.0,3.6567986011505127,25.0,36.0,56.0,8.889800526301677,"{""type"":""Point"",""coordinates"":[-108.07376740982578,38.23454106804525]}"
0_1707,0.3084930181503296,255.96769099298888,2771.0,25.048357009887695,16.0,24.0,57.0,7.5933756097472855,"{""type"":""Point"",""coordinates"":[-108.05104716186008,38.23448328613121]}"
0_1708,0.3162643611431122,180.0,2525.0,8.28909969329834,22.0,33.0,47.0,8.065795377380207,"{""type"":""Point"",""coordinates"":[-108.11811325185914,38.240018378412096]}"
0_1709,0.26867127418518066,194.2854604813704,2599.0,9.483297348022461,24.0,35.0,54.0,9.720784537592257,"{""type"":""Point"",""coordinates"":[-108.0813391223704,38.236373265759724]}"
0_1710,0.25046268105506897,174.80402353079697,2634.0,12.820128440856934,25.0,31.0,58.0,9.92243002766152,"{""type"":""Point"",""coordinates"":[-108.06595402684503,38.234945855029366]}"
0_1711,0.30770957469940186,191.98006088055968,2516.0,5.670265197753906,19.0,33.0,47.0,10.058677548450062,"{""type"":""Point"",""coordinates"":[-108.11250955065867,38.237881474671205]}"
0_1712,0.2625395655632019,235.50613078868466,2803.0,11.314872741699219,22.0,25.0,50.0,8.847122647412295,"{""type"":""Point"",""coordinates"":[-108.10191494699713,38.2529451419006]}"
0_1713,0.27316829562187195,206.9867272489345,2598.0,5.189882278442383,24.0,31.0,64.0,10.840881569114728,"{""type"":""Point"",""coordinates"":[-108.06339718102167,38.23368249119828]}"
0_1714,0.26536452770233154,258.89045305705395,2654.0,9.53790283203125,25.0,32.0,58.0,11.729839166220412,"{""type"":""Point"",""coordinates"":[-108.05829830371651,38.23661948812082]}"
0_1715,0.2686534523963928,260.4469232766372,2789.0,16.31045150756836,18.0,22.0,59.0,10.587282156940287,"{""type"":""Point"",""coordinates"":[-108.04582420333007,38.24454592336412]}"
0_1716,0.26119789481163025,206.97850158145297,2690.0,10.295234680175781,24.0,30.0,50.0,8.538369583092761,"{""type"":""Point"",""coordinates"":[-108.04042691796204,38.207640059552304]}"
0_1717,0.2955337166786194,243.43734958272773,2879.0,14.219438552856445,18.0,23.0,50.0,8.205454219388331,"{""type"":""Point"",""coordinates"":[-108.04043815794125,38.22096381586524]}"
0_1718,0.2958906292915344,210.04910238168137,2709.0,11.624388694763184,27.0,33.0,52.0,8.819400663808068,"{""type"":""Point"",""coordinates"":[-108.0465779378861,38.21077645168316]}"
0_1719,0.2995501160621643,188.0518662937922,2697.0,8.370466232299805,25.0,36.0,64.0,9.665326056482135,"{""type"":""Point"",""coordinates"":[-108.06390220645908,38.239002498290496]}"
0_1720,0.23942452669143677,212.47351460605228,2526.0,2.1977059841156006,25.0,33.0,48.0,10.092990188281295,"{""type"":""Point"",""coordinates"":[-108.07859019642976,38.21978899692049]}"
0_1721,0.28628596663475037,236.78409119959804,2628.0,8.40485668182373,24.0,29.0,55.0,8.744876024934706,"{""type"":""Point"",""coordinates"":[-108.06308983151341,38.211295260239844]}"
0_1722,0.33769962191581726,270.0,2798.0,9.359342575073242,24.0,30.0,50.0,9.041034569481129,"{""type"":""Point"",""coordinates"":[-108.03981697972024,38.21286171144543]}"
0_1723,0.27593713998794556,165.71118844802047,3009.0,9.48343563079834,20.0,24.0,51.0,7.929010216993083,"{""type"":""Point"",""coordinates"":[-108.07523481494337,38.25408335937894]}"
0_1724,0.2778511345386505,237.85405620782518,2502.0,6.938479900360107,20.0,30.0,56.0,8.245759822236753,"{""type"":""Point"",""coordinates"":[-108.09364055584844,38.23103108389196]}"
0_1725,0.22340087592601776,22.98867288699321,2826.0,6.022747993469238,20.0,24.0,44.0,8.388511345588094,"{""type"":""Point"",""coordinates"":[-108.03631288811029,38.21311416920883]}"
0_1726,0.31299981474876404,37.366399522680275,2531.0,5.81491231918335,23.0,29.0,49.0,14.628438098818378,"{""type"":""Point"",""coordinates"":[-108.07180999230471,38.21261911309074]}"
0_1727,0.29705730080604553,188.04865064547857,2771.0,8.370400428771973,20.0,32.0,57.0,9.442190479572744,"{""type"":""Point"",""coordinates"":[-108.02945461853263,38.20948269798761]}"
0_1728,0.2518802881240845,193.03474427869335,2685.0,10.357902526855469,21.0,29.0,49.0,7.8390203400075436,"{""type"":""Point"",""coordinates"":[-108.1007610361842,38.24530835883349]}"
0_1729,0.3009921908378601,220.33196481793402,3033.0,3.6451408863067627,18.0,24.0,63.0,8.89300223497026,"{""type"":""Point"",""coordinates"":[-108.08854603804903,38.259037414217836]}"
0_1730,0.24493351578712463,212.47807359911332,2563.0,8.727452278137207,24.0,33.0,55.0,9.959408117656919,"{""type"":""Point"",""coordinates"":[-108.08196549366143,38.23243222748713]}"
0_1731,0.32638102769851685,252.5531519661024,2498.0,23.361047744750977,21.0,29.0,53.0,13.274274467238165,"{""type"":""Point"",""coordinates"":[-108.09155613997203,38.214815754661785]}"
0_1732,0.3117874264717102,41.69763918419189,2543.0,12.232463836669922,23.0,30.0,50.0,7.668296978872598,"{""type"":""Point"",""coordinates"":[-108.07192586744874,38.21182964020319]}"
0_1733,0.26768332719802856,147.52846680617347,2801.0,8.726827621459961,23.0,29.0,54.0,8.706717844673836,"{""type"":""Point"",""coordinates"":[-108.01744036980672,38.214283128617474]}"
0_1734,0.3271026611328125,200.90654966009404,2906.0,19.11490821838379,20.0,24.0,53.0,7.892331227782762,"{""type"":""Point"",""coordinates"":[-108.06092331201566,38.2466041813583]}"
0_1735,0.2708679139614105,219.0154693868684,2601.0,12.908001899719238,24.0,33.0,55.0,7.6127789042369844,"{""type"":""Point"",""coordinates"":[-108.10644241773555,38.241432812534924]}"
0_1736,0.26741284132003784,197.6582469006306,2811.0,11.522346496582031,21.0,31.0,62.0,8.828462181292151,"{""type"":""Point"",""coordinates"":[-108.08292564225418,38.248876005718024]}"
0_1737,0.3339294195175171,195.26409064024506,2633.0,13.219990730285645,25.0,33.0,63.0,8.281195127917066,"{""type"":""Point"",""coordinates"":[-108.11958669388505,38.25803155470713]}"
0_1738,0.29799994826316833,167.34072181094854,2829.0,15.751028060913086,21.0,24.0,50.0,8.098343998583232,"{""type"":""Point"",""coordinates"":[-108.00921471486353,38.21786038497348]}"
0_1739,0.29145902395248413,252.56329161615764,2923.0,6.166531085968018,16.0,22.0,54.0,8.364739617908961,"{""type"":""Point"",""coordinates"":[-108.10023295433253,38.259631237718274]}"
0_1740,0.31211626529693604,234.47789350256002,2931.0,15.568419456481934,22.0,25.0,59.0,8.110606792372613,"{""type"":""Point"",""coordinates"":[-108.08878513252294,38.25497925735666]}"
0_1741,0.2649881839752197,220.33077604767092,2769.0,24.033618927001953,23.0,28.0,61.0,7.640256831649604,"{""type"":""Point"",""coordinates"":[-108.1111245466083,38.256111501609325]}"
0_1742,0.23474358022212982,191.9812611119956,2750.0,5.670289993286133,25.0,34.0,51.0,10.058673146871062,"{""type"":""Point"",""coordinates"":[-108.07400339805315,38.24534709466235]}"
0_1743,0.2898271679878235,149.5581676312305,2850.0,13.717122077941895,17.0,19.0,48.0,8.24288476969169,"{""type"":""Point"",""coordinates"":[-108.04963663246106,38.246210003801785]}"
0_1744,0.2998311519622803,248.55408296790895,2575.0,10.042840003967285,25.0,33.0,57.0,7.870572584447208,"{""type"":""Point"",""coordinates"":[-108.06951885668491,38.21998368078368]}"
0_1745,0.342807412147522,288.12264599246396,2730.0,14.58548355102539,19.0,28.0,62.0,8.178934346088294,"{""type"":""Point"",""coordinates"":[-108.0522396462549,38.23388479355848]}"
0_1746,0.3417005240917206,267.3544998272972,2725.0,19.326610565185547,19.0,28.0,68.0,7.880444961452727,"{""type"":""Point"",""coordinates"":[-108.05246602026733,38.23350897609747]}"
0_1747,0.2767939269542694,226.15863092172054,2723.0,14.417037010192871,28.0,29.0,52.0,9.289674055991595,"{""type"":""Point"",""coordinates"":[-108.04300941390208,38.2104198201338]}"
0_1748,0.29645830392837524,279.90123877271606,2704.0,20.63478660583496,19.0,27.0,66.0,9.062086531913813,"{""type"":""Point"",""coordinates"":[-108.05430404425721,38.23535177407443]}"
0_1749,0.269344300031662,197.65369191535507,2556.0,7.73921012878418,22.0,29.0,56.0,12.529789456450118,"{""type"":""Point"",""coordinates"":[-108.07210617619326,38.22875734181769]}"
0_1750,0.3363947868347168,258.8875981813093,2507.0,14.142436981201172,21.0,31.0,65.0,13.816914493686717,"{""type"":""Point"",""coordinates"":[-108.0930116662389,38.217379842092775]}"
0_1751,0.24377338588237762,189.0430633441962,2738.0,7.4706878662109375,27.0,36.0,52.0,9.269683285467515,"{""type"":""Point"",""coordinates"":[-108.06898702910287,38.242519128006045]}"
0_1752,0.28298062086105347,240.69858044912598,2713.0,9.390717506408691,27.0,33.0,58.0,8.63216232115358,"{""type"":""Point"",""coordinates"":[-108.0529079291022,38.21548960569336]}"
0_1753,0.3135446608066559,319.68131992097534,2471.0,3.644425630569458,17.0,25.0,54.0,8.893199006339957,"{""type"":""Point"",""coordinates"":[-108.10666623978774,38.22510875585415]}"
0_1754,0.2680487632751465,166.96818916613378,2543.0,10.357782363891602,22.0,29.0,56.0,12.2334813525035,"{""type"":""Point"",""coordinates"":[-108.0712787537977,38.22846918749969]}"
0_1755,0.26299047470092773,231.85174809364398,2550.0,5.984253406524658,20.0,33.0,53.0,9.781264925504468,"{""type"":""Point"",""coordinates"":[-108.0984558611165,38.23656725198325]}"
0_1756,0.27466458082199097,270.0,2660.0,9.359342575073242,26.0,31.0,53.0,8.635569461372963,"{""type"":""Point"",""coordinates"":[-108.05513398647298,38.212669079593745]}"
0_1757,0.30319514870643616,160.01826704185035,2751.0,6.875117301940918,23.0,33.0,55.0,8.948170493394215,"{""type"":""Point"",""coordinates"":[-108.02593532753158,38.207658539210925]}"
0_1758,0.2888754904270172,239.49899138144858,2502.0,10.833284378051758,25.0,35.0,46.0,7.793107348054237,"{""type"":""Point"",""coordinates"":[-108.12204881840212,38.24000919620278]}"
0_1759,0.2600812315940857,270.0,2640.0,5.881702423095703,28.0,34.0,55.0,8.41238008436673,"{""type"":""Point"",""coordinates"":[-108.0632047934335,38.216114707582875]}"
0_1760,0.2142598181962967,295.2413355117329,2550.0,6.497019290924072,24.0,29.0,47.0,14.500369303944467,"{""type"":""Point"",""coordinates"":[-108.06936971763042,38.21042475647774]}"
0_1761,0.3011243939399719,185.59422031667307,2630.0,11.939221382141113,28.0,35.0,51.0,8.791908719079059,"{""type"":""Point"",""coordinates"":[-108.11618900314906,38.24798057028926]}"
0_1762,0.2813277244567871,255.32850962941438,2481.0,10.854168891906738,26.0,34.0,47.0,7.791134623049876,"{""type"":""Point"",""coordinates"":[-108.1220956633977,38.23858153199191]}"
0_1763,0.2881408929824829,190.3052483894463,2841.0,12.971512794494629,23.0,30.0,49.0,8.706312032187471,"{""type"":""Point"",""coordinates"":[-108.0208065328126,38.216045010895236]}"
0_1764,0.3344607949256897,168.0197168875743,2697.0,5.67026948928833,25.0,35.0,69.0,10.058676786636951,"{""type"":""Point"",""coordinates"":[-108.06310841149029,38.239285679661364]}"
0_1765,0.30469727516174316,180.0,2763.0,6.464860916137695,21.0,32.0,59.0,9.703404123399887,"{""type"":""Point"",""coordinates"":[-108.0303428052701,38.20926502203968]}"
0_1766,0.2842642068862915,242.3644063369033,2652.0,15.5993013381958,24.0,35.0,53.0,9.361286886338933,"{""type"":""Point"",""coordinates"":[-108.10491716348076,38.24539387949433]}"
0_1767,0.2982373833656311,245.3804485227516,2871.0,15.216535568237305,18.0,22.0,50.0,8.134606718283992,"{""type"":""Point"",""coordinates"":[-108.04446731618972,38.226616878893]}"
0_1768,0.25112441182136536,257.3480717677704,2565.0,8.408282279968262,26.0,33.0,54.0,8.05131544631474,"{""type"":""Point"",""coordinates"":[-108.07220750571854,38.21692364534383]}"
0_1769,0.30452895164489746,234.47975794540443,2717.0,15.56909465789795,20.0,25.0,55.0,8.110561212686363,"{""type"":""Point"",""coordinates"":[-108.11551942170722,38.26001282386831]}"
0_1770,0.27246078848838806,164.7407466790976,2450.0,13.219696998596191,24.0,33.0,45.0,8.281218155526698,"{""type"":""Point"",""coordinates"":[-108.1173963083056,38.234018681308854]}"
0_1771,0.2596520483493805,180.0,2687.0,5.547544956207275,25.0,37.0,57.0,9.857554818060386,"{""type"":""Point"",""coordinates"":[-108.06808411613571,38.23825451919849]}"
0_1772,0.299688458442688,265.01278766111807,2791.0,20.426223754882812,18.0,22.0,59.0,10.346135619562896,"{""type"":""Point"",""coordinates"":[-108.04586656625047,38.24482010151058]}"
0_1773,0.3062092661857605,236.3867211602759,2461.0,17.830856323242188,16.0,27.0,55.0,13.801741820350312,"{""type"":""Point"",""coordinates"":[-108.10808695852994,38.224537296092635]}"
0_1774,0.25433051586151123,208.6172144764995,2562.0,7.355257511138916,24.0,33.0,48.0,10.671724497792598,"{""type"":""Point"",""coordinates"":[-108.0876110564758,38.23356301745782]}"
0_1775,0.2781612277030945,228.0918630734138,2621.0,10.972565650939941,28.0,33.0,55.0,9.16631318352498,"{""type"":""Point"",""coordinates"":[-108.1189943163112,38.25004703857217]}"
0_1776,0.2691681683063507,155.54661028233483,2722.0,13.980201721191406,23.0,34.0,53.0,8.91627406561293,"{""type"":""Point"",""coordinates"":[-108.09366370891482,38.24488110661838]}"
0_1777,0.27251875400543213,188.68755924315104,2828.0,22.26376724243164,25.0,32.0,49.0,7.725751683365177,"{""type"":""Point"",""coordinates"":[-108.06818026645529,38.247425096420734]}"
0_1778,0.2853820323944092,245.8337659123631,2719.0,8.987821578979492,24.0,28.0,56.0,7.983627328921694,"{""type"":""Point"",""coordinates"":[-108.11405242123013,38.256913140179606]}"
0_1779,0.33395153284072876,194.2822168558767,2950.0,18.473499298095703,20.0,25.0,57.0,7.929039420459684,"{""type"":""Point"",""coordinates"":[-108.02766811927869,38.21903567423436]}"
0_1780,0.2391858994960785,162.35180630095834,2639.0,7.73897647857666,25.0,34.0,56.0,8.135370863044868,"{""type"":""Point"",""coordinates"":[-108.04229432170834,38.2047224608596]}"
0_1781,0.3126850128173828,191.08182805572042,2473.0,12.103182792663574,20.0,30.0,42.0,9.47100768739524,"{""type"":""Point"",""coordinates"":[-108.11619214593485,38.23506194056652]}"
0_1782,0.2950175702571869,208.619791361677,2568.0,7.355435848236084,25.0,34.0,55.0,10.584688606442628,"{""type"":""Point"",""coordinates"":[-108.10906978616975,38.2413810629105]}"
0_1783,0.2560262382030487,180.0,2489.0,5.547544956207275,17.0,30.0,50.0,11.036209814402032,"{""type"":""Point"",""coordinates"":[-108.11175267133419,38.23588203918468]}"
0_1784,0.25359484553337097,169.69632948628308,2662.0,6.569905757904053,22.0,31.0,61.0,9.399464186391711,"{""type"":""Point"",""coordinates"":[-108.0359445131154,38.20483407043339]}"
0_1785,0.3742983937263489,191.97912766852636,2492.0,11.231549263000488,16.0,23.0,58.0,10.528684655893441,"{""type"":""Point"",""coordinates"":[-108.10207775887528,38.23201351105984]}"
0_1786,0.2800992429256439,266.54335013469193,2671.0,15.028564453125,25.0,33.0,54.0,8.147633340153654,"{""type"":""Point"",""coordinates"":[-108.11655730704655,38.25698006731741]}"
0_1787,0.262565553188324,107.44653525038603,2715.0,6.163191795349121,24.0,32.0,57.0,10.311195635451476,"{""type"":""Point"",""coordinates"":[-107.99891960873607,38.21621290304914]}"
0_1788,0.27503931522369385,196.37592075738053,2764.0,12.371292114257812,25.0,32.0,59.0,8.755269582551389,"{""type"":""Point"",""coordinates"":[-108.10179278283239,38.251146963227406]}"
0_1789,0.2677393853664398,219.0213604024389,2893.0,12.909041404724121,20.0,24.0,48.0,7.612695584690919,"{""type"":""Point"",""coordinates"":[-108.10166736416166,38.25653858295862]}"
0_1790,0.27870887517929077,166.9647264837277,2927.0,10.35792350769043,16.0,18.0,51.0,7.8390182696074,"{""type"":""Point"",""coordinates"":[-108.05007033357454,38.24823900508922]}"
0_1791,0.31172701716423035,197.65078403185345,2720.0,3.8872735500335693,24.0,29.0,52.0,9.521650841174472,"{""type"":""Point"",""coordinates"":[-108.05242239455126,38.21620036224035]}"
0_1792,0.2683471739292145,253.58297121454513,2685.0,9.749839782714844,25.0,32.0,57.0,8.593926012159919,"{""type"":""Point"",""coordinates"":[-108.05362627752154,38.21403668220928]}"
0_1793,0.33583858609199524,205.51569344385388,2896.0,16.013256072998047,19.0,22.0,60.0,8.080955638699466,"{""type"":""Point"",""coordinates"":[-108.03731300990722,38.21911817532682]}"
0_1794,0.329391747713089,280.46968090765745,2800.0,19.61264991760254,17.0,22.0,63.0,7.864558109950226,"{""type"":""Point"",""coordinates"":[-108.04528109694171,38.245564210482975]}"
0_1795,0.31525593996047974,259.8782977507905,2856.0,24.72896385192871,18.0,23.0,53.0,6.914830228394703,"{""type"":""Point"",""coordinates"":[-108.04929903326676,38.23503251115399]}"
0_1796,0.2376328855752945,155.15470160148257,2797.0,11.101929664611816,24.0,31.0,58.0,8.866615238884277,"{""type"":""Point"",""coordinates"":[-108.07562807054501,38.24687987944481]}"
0_1797,0.33073729276657104,223.66848376083,2590.0,5.115251064300537,25.0,30.0,50.0,9.939153757590354,"{""type"":""Point"",""coordinates"":[-108.06758573465048,38.21505227851453]}"
0_1798,0.2773449718952179,212.47123602155918,2705.0,4.388853549957275,25.0,30.0,51.0,9.399868288309406,"{""type"":""Point"",""coordinates"":[-108.05198629838455,38.21330131061816]}"
0_1799,0.24731005728244781,222.27177790129267,2625.0,8.706372261047363,25.0,29.0,53.0,9.625391894897561,"{""type"":""Point"",""coordinates"":[-108.05587611288412,38.20836931233993]}"
0_1800,0.2619357407093048,293.5784881378133,2519.0,11.439044952392578,25.0,33.0,51.0,7.737303634394352,"{""type"":""Point"",""coordinates"":[-108.08239143418892,38.22406982666653]}"
0_1801,0.2691667377948761,284.6755654293626,2639.0,7.28247594833374,29.0,34.0,52.0,9.295483599534927,"{""type"":""Point"",""coordinates"":[-108.06322645203143,38.21743299528146]}"
0_1802,0.30875492095947266,170.9604004133564,2789.0,7.470616817474365,23.0,25.0,48.0,8.864227796389867,"{""type"":""Point"",""coordinates"":[-108.04174170349803,38.21412547220295]}"
0_1803,0.15641352534294128,154.4832010230175,2542.0,8.166152000427246,23.0,32.0,42.0,8.080946354249493,"{""type"":""Point"",""coordinates"":[-108.07499323492307,38.222792934170194]}"
0_1804,0.34017494320869446,239.49009179462928,2560.0,10.830495834350586,25.0,32.0,58.0,13.997928786848803,"{""type"":""Point"",""coordinates"":[-108.07116044125303,38.21409646812179]}"
0_1805,0.3313513398170471,152.0613687740387,2848.0,12.400876998901367,21.0,25.0,49.0,8.347339843323232,"{""type"":""Point"",""coordinates"":[-108.01126041561034,38.21783739187045]}"
0_1806,0.2654178738594055,168.01838317977678,2656.0,5.670297622680664,21.0,32.0,49.0,9.142381060668729,"{""type"":""Point"",""coordinates"":[-108.11018857646606,38.24745449501235]}"
0_1807,0.3085843324661255,238.57310491337614,2755.0,12.261032104492188,22.0,27.0,53.0,9.052186020893885,"{""type"":""Point"",""coordinates"":[-107.9958906456514,38.22080948273111]}"
0_1808,0.24701575934886932,157.0031445425663,2728.0,3.0198981761932373,20.0,30.0,53.0,10.4678923140144,"{""type"":""Point"",""coordinates"":[-108.0791141240355,38.24198951426914]}"
0_1809,0.2770603597164154,139.67754147244943,2544.0,3.6446290016174316,19.0,31.0,56.0,10.279437414892707,"{""type"":""Point"",""coordinates"":[-108.0960077676587,38.2347095224244]}"
0_1810,0.23952080309391022,170.95829556490227,2591.0,7.470660209655762,25.0,30.0,54.0,9.269687029777492,"{""type"":""Point"",""coordinates"":[-108.06693570890616,38.231417796484905]}"
0_1811,0.24964702129364014,90.0,3016.0,2.3610503673553467,18.0,23.0,47.0,9.328074831836608,"{""type"":""Point"",""coordinates"":[-108.08169715663459,38.25952580839533]}"
0_1812,0.2822422683238983,215.7410580501862,2783.0,24.641386032104492,24.0,32.0,48.0,8.01747059302938,"{""type"":""Point"",""coordinates"":[-108.0593600365528,38.242833398649864]}"
0_1813,0.2294488400220871,162.3492791631241,2800.0,11.52187728881836,20.0,25.0,67.0,8.828504022641436,"{""type"":""Point"",""coordinates"":[-108.01308686256085,38.21572638892715]}"
0_1814,0.31774139404296875,229.91180708147579,2936.0,20.659666061401367,20.0,25.0,50.0,7.808007577874258,"{""type"":""Point"",""coordinates"":[-108.03887951954906,38.22290952889323]}"
0_1815,0.31057530641555786,210.71902931069368,2649.0,15.772282600402832,23.0,33.0,51.0,8.79007216795052,"{""type"":""Point"",""coordinates"":[-108.10554940221148,38.24576600512721]}"
0_1816,0.3268096148967743,168.9209779458058,2843.0,12.103070259094238,21.0,27.0,56.0,8.777870087192158,"{""type"":""Point"",""coordinates"":[-108.02173699740509,38.216020823600786]}"
0_1817,0.2669960856437683,236.7844920817377,2725.0,8.404945373535156,31.0,33.0,52.0,8.74486531963664,"{""type"":""Point"",""coordinates"":[-108.0479991955223,38.21241954843809]}"
0_1818,0.2877158224582672,221.3938101149116,2671.0,15.6698579788208,25.0,36.0,54.0,9.202391283733547,"{""type"":""Point"",""coordinates"":[-108.07147483492217,38.23857911902096]}"
0_1819,0.2678038477897644,227.48676907299907,2692.0,9.519041061401367,22.0,30.0,56.0,9.023805457229669,"{""type"":""Point"",""coordinates"":[-108.03436789897285,38.206199317549114]}"
0_1820,0.345887690782547,216.0357452303348,2538.0,7.976794242858887,18.0,27.0,48.0,8.104720837226767,"{""type"":""Point"",""coordinates"":[-108.10471916511402,38.23547648201575]}"
0_1821,0.2846972346305847,308.1484645515524,2489.0,1.5011765956878662,20.0,29.0,47.0,11.573029096265069,"{""type"":""Point"",""coordinates"":[-108.11580066948395,38.236067500497136]}"
0_1822,0.3088233172893524,244.7684528447116,2549.0,6.499354362487793,23.0,34.0,50.0,8.311742738787466,"{""type"":""Point"",""coordinates"":[-108.12123260383571,38.24286342386168]}"
0_1823,0.33183667063713074,231.8515354491595,2534.0,8.935956001281738,19.0,29.0,46.0,7.989510176515955,"{""type"":""Point"",""coordinates"":[-108.10595855939461,38.23599957520059]}"
0_1824,0.29834747314453125,264.3909264135842,2610.0,9.403956413269043,26.0,32.0,54.0,7.937580761027182,"{""type"":""Point"",""coordinates"":[-108.06592339168778,38.21578676891652]}"
0_1825,0.2750375270843506,287.4460347728704,2582.0,6.163361549377441,25.0,33.0,51.0,8.365257729953045,"{""type"":""Point"",""coordinates"":[-108.0693589189305,38.21840012070131]}"
0_1826,0.2890623211860657,252.55884631198234,2702.0,6.165019989013672,24.0,36.0,59.0,9.974424510882365,"{""type"":""Point"",""coordinates"":[-108.06492355262914,38.23986862481082]}"
0_1827,0.2815668284893036,202.99835151138782,2728.0,6.023176670074463,20.0,34.0,61.0,9.081586825387928,"{""type"":""Point"",""coordinates"":[-108.10059464411378,38.24731087572655]}"
0_1828,0.28688672184944153,339.09760921309413,2396.0,9.830677032470703,18.0,28.0,57.0,14.482659989311662,"{""type"":""Point"",""coordinates"":[-108.11072397410202,38.230966735159654]}"
0_1829,0.2680356502532959,202.9878866669667,2783.0,3.019697904586792,22.0,29.0,53.0,9.081664395408103,"{""type"":""Point"",""coordinates"":[-108.02786434143113,38.2103166587462]}"
